question,CompiledAnswer,booklet_id,booklet_type,frequencelevel,criticalitylevel,AnswerConsistencyLevel,ConfidenceLevelinAnswer,ClarityofQuestion,PossibleAssumptioninQuestion,ActionRecommendation,Topics,Keywords,SuggestedReframedQuestion,lookup_variants
Pregnancy ke dauran sarkari yojana (PMMVY) se paise kaise mil sakte hain?,"## PMMVY mein paise kaise milte hain?

PMMVY (Pradhan Mantri Matru Vandana Yojana) ke liye nearest **Anganwadi Centre** ya government health facility par registration karayein. **ASHA worker, ANM/nurse ya Anganwadi worker** form bharne mein madad kar sakte hain.

### Aam taur par kya karna hota hai
1. Pregnancy registration karayein aur **PMMVY Form 1-A** submit karein.
2. **Aadhaar-linked bank ya post-office account** ki details dein, taki paisa DBT se account mein aa sake.
3. Aadhaar, bank/post-office passbook, pregnancy/MCP card aur jo eligibility proof maanga jaye woh le kar jaayein.
4. Pehle living child ke liye benefit aam taur par **₹5,000** hota hai: registration aur ANC ke baad ek hissa, aur birth registration plus 14-week vaccination ke baad baaki hissa.
5. Doosre child ke case mein, agar baby girl ho, to alag benefit provision ho sakta hai.

Eligibility aur required documents state/portal ke current rules ke hisaab se badal sakte hain. Isliye apne Anganwadi worker ya nearest government health facility se **current eligibility, installment amount aur documents** confirm zaroor karein. Regular salary/maternity benefit paane wali government employees aam taur par eligible nahi hoti hain.",Q_0027,MIQ,['Medium Frequency'],['Medium Critical'],VeryConsistent,Medium,Clear,ImplicitAssumption,RE_VET,"Government maternal benefit schemes, Pregnancy registration, Maternal health support","PMMVY, Pradhan Mantri Matru Vandana Yojana, pregnancy registration, Anganwadi centre, ASHA worker, DBT paisa, Aadhaar-linked bank account",Pregnancy mein PMMVY yojana ka paisa paane ke liye registration kahan aur kaise karna hai? Kaunse documents aur eligibility chahiye?,"['pregnancy me mujhe konsi yojana ka labh milega', 'sarkar se pregnant mahila ko paise kaise milte hai', 'pradhan mantri matru vandana yojana kya hai', 'pmmvy ke liye apply kaise kare']"
Sarkari aspataal me garbhvati mahilaon aur bachchon ke liye kaun si sevaayein muft (free) hain?,"## Sarkari aspataal mein free services

India ke government health facilities mein garbhvati mahilaon aur bachchon ke liye kai services muft milti hain. Facility aur state ke hisaab se availability thodi alag ho sakti hai.

### Garbhvati mahilaon ke liye
**JSSK ke tahat** aam taur par yeh services free hoti hain:
- Normal delivery aur C-section delivery
- Delivery ke dauran medicines, zaroori consumables/materials aur tests
- Blood/urine jaise tests aur available diagnostic tests
- Hospital mein khana: normal delivery ke baad aam taur par **3 din** aur C-section ke baad **7 din** tak
- Ghar se hospital, referral hospital aur discharge ke baad ghar tak transport/ambulance, jahan service available ho
- Delivery se judi hospital fees nahi li jaati

### Pregnancy check-up aur supplements
- **PMSMA** ke under har mahine ki **9 tareekh** ko designated facilities par free ANC/pregnancy check-up
- Iron-folic acid (IFA), calcium tablets aur **Td (Tetanus-Diphtheria)** vaccine/injection, doctor ki salah aur stock ke hisaab se

### Bachchon ke liye
- **1 saal se chhote beemar bachche** ke liye admission/treatment, medicines, tests, hospital meals aur transport JSSK ke under free ho sakte hain.
- National Immunization Schedule ke routine vaccines free hote hain.
- Vaccine ke liye syringe aur Mother and Child Protection (MCP) card bhi free milte hain.

Ambulance ke liye kai jagah **102** ya **108** par call kiya ja sakta hai, lekin number aur service state ke hisaab se badal sakti hai. Apne nearest sarkari hospital/PHC se service timing aur availability confirm kar lein.",Q_0028,MIQ,['Medium Frequency'],['Medium Critical'],VeryConsistent,Medium,Clear,ImplicitAssumption,KEEP,"Government health schemes, Maternal health, Child health and immunization","sarkari aspataal, garbhvati mahila, free delivery, JSSK muft seva, PMSMA 9 tareekh, bachchon ka free ilaaj, टीकाकरण vaccines","Sarkari hospital/PHC mein garbhvati mahila aur 1 saal se chhote bachche ke liye kaun-kaun si free services milti hain—delivery, tests, dawa, vaccines aur ambulance bhi?","['sarkari hospital me kya free hai', 'jssk scheme kya hai', 'free delivery kaha hoti hai', 'government hospital me free services']"
Agar bachche ke teeke ki taarikh nikal gayi ho (miss ho gayi ho) to kya karein?,"Agar bachche ka teeka miss ho gaya hai, to **poora vaccine course dobara shuru nahi karna hota**.

- Bachche ko **jaldi se jaldi** nearest health centre/clinic ya health worker ke paas le jaayein.
- Wahan missed/next due vaccine dose ke baare mein check karke dose lagwayi jaayegi.
- Baaki doses recommended interval ke hisaab se complete ki jaayengi.
- **Immunization card** saath le jaayein.

Exact catch-up plan bachche ki **umar**, kaunsa **teeka** miss hua, aur pichhli dose kab lagi thi, is par depend karta hai. Der na karein, kyunki delay ke dauran bachcha infection se kam protected ho sakta hai.",Q_0029,MIQ,['Medium Frequency'],['High Critical'],VeryConsistent,High,Clear,ImplicitAssumption,KEEP,"Child immunization, Missed-dose catch-up vaccination","missed vaccine, teeka miss ho gaya, catch-up vaccination, immunization card, bachche ki umar, next due dose, late vaccine date","Agar mere bachche ka teeka miss ho gaya ho, to kya poora course dobara shuru karna padega? Bachcha kitni umar ka hai aur kaunsa teeka miss hua hai, uske hisaab se catch-up dose kab lagwani chahiye?","['missed vaccine dose what to do', 'bachhe ka tika miss ho gaya', 'agar vaccine late ho jaye to kya kare', 'delayed vaccination schedule for baby']"
Bachche ko teeka lagne ke baad bukhar ya soojan aaye to kya karna chahiye?,"Halka bukhar, dard, laalpan ya injection wali jagah par soojan teeka lagne ke baad aam taur par normal reaction ho sakta hai.

**Kya karein:**
- Injection wali jagah par **thandi patti/cold compress** lagayein. Baraf ko seedha skin par na lagayein.
- Bachche ko fluids/breastfeeding dete rahein aur comfortable kapde pehnayein.
- Bukhar ya dard ke liye **paracetamol sirf bachche ke weight ke hisaab se doctor/health worker ya label ke bataye dose mein** dein. Aspirin bachchon ko na dein.
- Aksar soojan aur dard **1–3 din** mein, aur halka bukhar **1–2 din** mein kam ho jata hai.

**Turant doctor/health facility se sampark karein** agar bukhar bahut zyada ho, bachcha bahut sust ho ya feed na kare, saans mein dikkat ho, daure padhein, poore sharir par allergy/rash ho, injection wali jagah ki soojan tezi se badhe, ya symptoms 2–3 din se zyada rahen.",Q_0030,MIQ,['High Frequency'],['Medium Critical'],VeryConsistent,High,Clear,ImplicitAssumption,KEEP,"Immunization, Post-vaccination reactions, Child health","teeka, vaccine ke baad bukhar, soojan, post-vaccination reaction, cold compress, paracetamol, bachcha immunization","Bachche ko teeka lagne ke baad halka bukhar ya injection wali jagah par soojan ho to ghar par kya karein, aur kab doctor ko dikhana chahiye?","['baby crying after vaccine what to do', 'injection ke baad bukhar aa gaya', 'tika lagne ke baad sujan', 'vaccine side effects kaise manage kare']"
Pregnancy me kamar aur pet ke nichle hisse me dard kyu hota hai? Kab chinta karni chahiye?,"Pregnancy mein **halka, kabhi-kabhi hone wala kamar ya pet ke neeche dard** body ke badlav, uterus ke badhne, muscles/ligaments par khinchav, posture change, ya thakan ki wajah se ho sakta hai. Lekin bina check-up ke exact reason batana possible nahi hai.

**Turant doctor/health centre se baat karein ya urgent care lein** agar dard:

- **Tez, achanak, ya lagataar** ho
- **Bleeding/spotting** ke saath ho
- Vagina se **pani jaisa fluid/discharge** aaye
- **Bukhar ya kapkapi** ho
- **Chakkar, behoshi, bahut kamzori**, severe headache, ya face/hands/feet mein zyada sujan ho
- Baby ki movement pehle mehsoos hoti thi aur ab **kam ya band** lage
- Peshab mein jalan, baar-baar peshab, ya kamar ke ek taraf bahut tez dard ho

Agar dard halka hai aur koi warning sign nahi hai, heavy lifting aur bahut mehnat se bachein, aaram karein, aur apne antenatal check-up mein zaroor batayein. **Severe ya persistent pain ko normal samajhkar ignore na karein.**

Doctor ko sahi guidance ke liye batayein: aap kitne weeks/months pregnant hain, dard kab se hai, kitna tez hai, aur bleeding, discharge, fever, peshab mein jalan, ya baby movement mein koi change hai ya nahi.",Q_0031,MIQ,['High Frequency'],['Medium Critical'],VeryConsistent,Medium,Clear,ImplicitAssumption,KEEP,"Pregnancy care, Pregnancy danger signs, Back and lower abdominal pain","pregnancy, pregnancy pain, kamar dard, pet ke neeche dard, lower abdominal pain, danger signs in pregnancy, bleeding discharge","Main pregnant hoon aur kamar ke saath pet ke neeche dard ho raha hai. Main kitne weeks/months pregnant hoon, dard kab se aur kitna tez hai, aur bleeding, pani jaisa discharge, bukhar, peshab mein jalan, ya baby movement kam to nahi hai—inke hisaab se kab doctor ko turant dikhana chahiye?","['kamar me dard hai kya karu', 'pregnancy me pet k nichle hisse me dard kyun hota hai', 'back pain in pregnancy solution', 'pet ke niche dard hona normal hai kya']"
Pregnancy me pairon me soojan (swelling) aana normal hai ya nahi?,"Pregnancy mein **pairon/ankles ki halki, dheere-dheere badhne wali soojan**—khaaskar din ke end ya pregnancy ke aakhri mahino mein—aksar ho sakti hai. Lekin ise bina check kiye hamesha normal bhi na maanein.

**Jaldi doctor/ANC clinic se baat karein** agar soojan:
- achanak ya bahut zyada ho,
- ek hi pair mein zyada ho, ya pair laal, garam, ya dardnaak ho,
- chehre ya haathon mein bhi ho,
- severe headache, dhundhla dikhna, chakkar, pet ke upar wale hissa mein dard, saans phoolna, ya BP high ke saath ho,
- ya baby ki movement kam lage.

Routine antenatal check-up mein **BP aur urine** check karwana zaroori hai. Tab tak lambi der khade rehne se bachein, aaram ke waqt **left side** letein, aur paani peete rahein. Apne doctor ki salah ke bina diuretic/""paani ki goli"" na lein.",Q_0032,MIQ,['High Frequency'],['Medium Critical'],VeryConsistent,Medium,Clear,ImplicitAssumption,RE_VET,"Pregnancy care, Pregnancy danger signs, Antenatal check-ups","pregnancy, pairon ki soojan, swelling, pedal edema, pregnancy danger signs, BP high, ANC check-up","Pregnancy mein dono pairon/ankles mein soojan aa rahi hai—kya yeh normal ho sakti hai? Soojan achanak hai ya dheere-dheere, aur kya headache, BP high, chehre/haathon ki soojan, saans phoolna ya baby movement kam hai?","['pair me bohot soojan hai', 'Mera 6 manth Chal Raha hai paro me sweling aaye to kya karna chahiye', 'pregnancy me feet swelling normal hai', 'hath pair me sujan kyu aati hai']"
"Pregnancy me acidity, gas ya seene me jalan hone par kya gharelu upaay kar sakte hain?","Pregnancy mein acidity, gas aur seene ki jalan (heartburn) common ho sakti hai. Aap ye safe steps try kar sakti hain:

- Din mein **4–5 chhote meals** lein; ek baar mein bahut zyada na khayen.
- Teekha, tala hua, bahut fatty/junk food, packaged snacks, achar, mithai aur fizzy drinks se bachne ki koshish karein agar in se jalan badhti ho.
- Tea/coffee **2 cups per day se zyada na lein**, aur meals ke saath na lein.
- Paani aur anya safe fluids paryapt lein; din bhar thoda-thoda karke piyen.
- Khana khane ke turant baad na leten; sone se pehle heavy meal na lein. Sote waqt sir/upper body thoda uncha rakhna madad kar sakta hai.
- Fresh, achchhi tarah paka hua khana khayen. Bacha hua khana sahi tareeke se reheat karke hi lein.

**Doctor/health centre se jaldi baat karein** agar jalan bahut zyada ho, baar-baar ho ya in upaayon se theek na ho; ulti ke kaaran kuchh kha-pi na paa rahi hon; tez pet ya seene mein dard, saans ki takleef, behoshi/zyada kamzori, bukhar, vaginal bleeding ya paani jaisa discharge ho. Baby ki movements kam lagen to bhi turant assessment karayen.

Pregnancy mein bina doctor ki salah ke acidity ki dawa, antacid ya koi herbal/gharelu nuskha na lein.",Q_0033,MIQ,['High Frequency'],['Low Critical'],VeryConsistent,Medium,Clear,ImplicitAssumption,RE_VET,"Pregnancy care, Pregnancy nutrition and diet, Heartburn and digestive symptoms","pregnancy acidity, gas in pregnancy, seene mein jalan, heartburn, gharelu upaay, small frequent meals, pregnancy diet","Pregnancy mein acidity, gas ya seene mein jalan ho to ghar par kya safe upaay kar sakte hain, aur kin symptoms mein doctor ko dikhana chahiye?","['acidity ho gayi h toh kya karna chahiye', 'Is wakt kya kru ges khatm karne ke liye', 'Gla kahe liye jalta hai', 'pregnancy me gas problem solution']"
Delivery ke liye aspataal jaate samay kya-kya saamaan saath le jaana chahiye?,"### Delivery ke liye hospital bag checklist
Bag pehle se taiyar rakhna helpful hota hai. Isme yeh saamaan rakhein:

- **Documents:** Aadhaar/ID, MCP card, doctor ki prescription aur hospital registration papers (agar hain)
- **Medical reports:** Saari blood-test reports aur ultrasound/sonography reports
- **Maa ke liye:** Saaf kapde, undergarments, towel, soap, toothbrush aur zaroori personal hygiene items
- **Baby ke liye:** Newborn ke kapde aur wrap/kapda
- **Planning:** Kuch emergency paise rakhein aur hospital tak jaane ke transport ka plan bana kar rakhein.

Labour shuru ho, paani aaye, bleeding ho, ya koi complication lage to health centre/hospital se turant sampark karein. Emergency mein bag pack karne ke liye rukkar hospital jaane mein der na karein. Ambulance ke liye apne area mein available **102/108** ya local emergency service ki jankari pehle se rakhna useful hai.",Q_0034,MIQ,['Medium Frequency'],['Medium Critical'],VeryConsistent,High,Clear,ImplicitAssumption,KEEP,"Childbirth and newborn care, Birth preparedness","delivery hospital bag, aspataal jaate samay, MCP card, Aadhaar card, blood test reports, ultrasound/sonography reports, birth preparedness",Delivery ke liye aspataal jaate waqt hospital bag mein kya-kya saamaan aur documents saath le jaane chahiye?,"['hospital delivery ki kya tayyari hai', 'what to pack for delivery', 'hospital bag me kya rakhe', 'delivery ke liye kya taiyari kare']"
Delivery ke baad agla bachcha plan karne se pehle kitna antar rakhna zaroori hai?,"**Aam taur par, delivery ke baad agli pregnancy plan karne se pehle kam se kam 24 mahine ka gap rakhna behtar mana jata hai.** Isse maa ke sharir ko theek hone aur agle pregnancy ke risks kam karne mein madad mil sakti hai.

Agar C-section hua tha, khoon ki kami, BP/diabetes, koi complication, ya breastfeeding chal rahi hai, to aapke liye sahi timing alag ho sakti hai. Family-planning method aur personalised salah ke liye ASHA/ANM ya doctor se baat karein.",Q_0035,MIQ,['Low Frequency'],['High Critical'],VeryConsistent,Medium,Clear,ImplicitAssumption,RE_VET,"Postpartum care, Birth spacing and family planning, Preconception care","delivery ke baad, birth spacing, agla bachcha plan, next pregnancy, 24 mahine gap, C-section, family planning","Meri delivery ke baad agla bachcha plan karne se pehle kitna gap rakhna chahiye? Agar normal delivery ya C-section ho, to kya gap alag hota hai?","['doosre bacche me kitna gap hona chahiye', 'family planning kab start kare after delivery', 'delivery ke kitne din baad sambandh bana sakte hai', 'birth spacing kyu zaruri hai']"
Bachche ki naal (umbilical cord) ki dekhbhaal kaise karein?,"Agar baby newborn hai aur naal ka stump abhi gira nahi hai:

- Naal ko **saaf aur sukha** rakhein.
- Naal par **kuchh bhi na lagayein**—ointment, tel, powder, haldi ya koi aur cheez nahi.
- Baby ya naal ko chhoone se pehle **sabun aur paani se haath dhoyein**.
- Diaper ko naal ke neeche fold rakhein, taaki area dry rahe aur diaper ragde nahi.
- Naal aam taur par sookh kar apne-aap gir jaati hai; use kheenchkar na hatayein.

**Jaldi health worker se baat karein** agar naal ke paas laalpan fail raha ho, peep/badbu aaye, zyada bleeding ho, ya baby ko bukhar ho, doodh kam pee raha ho, tez saans chal rahi ho, ya baby bahut sust lage.",Q_0036,MIQ,['Medium Frequency'],['Medium Critical'],VeryConsistent,High,Clear,ImplicitAssumption,KEEP,"Newborn care, Umbilical cord care, Postnatal hygiene","naal ki dekhbhaal, umbilical cord care, newborn care, cord stump, naabhi saaf sukhi, navel infection, baby hygiene","Newborn baby ki naal/naabhi ka stump abhi gira nahi hai—iski dekhbhaal kaise karein? Agar laalpan, peep, badbu ya bleeding ho to kya karein?","['umbilical cord care kaise kare', 'bachche ki nabhi ki care', 'cord stump kab girega', 'naal me infection to nahi hai kaise pata kare']"
Agar doodh pilate samay nipple me dard ho ya wo chhil jaayein to kya karna chahiye?,"Nipple mein dard ya chhilna/cracks aksar **baby ka latch shallow hone** ki wajah se hota hai—jab baby sirf nipple pakadta hai aur areola (nipple ke aas-paas ka kala hissa) muh mein achchhe se nahi leta.

- Feeding ke waqt baby ko bilkul paas rakhein, uska body aapki taraf ho, aur **nose nipple ke saamne** ho.
- Baby ka muh wide open ho; baby ko nipple ke saath **areola ka achchha hissa** bhi muh mein lene dein. Lower lip bahar ki taraf ho aur chin breast ko touch kare.
- Feed mein dard ho to latch ko gently todkar dobara deep latch karayein. Zarurat par trained health worker/lactation counsellor se latch check karwayein.
- Nipple par apna thoda breast milk laga kar hawa mein sookhne dein. Harsh soap ya rubbing se bachayein.
- Cracks ke bawajood, agar aap manage kar paa rahi hain, breastfeeding usually jaari rakhi ja sakti hai with corrected latch. Agar feed karana bahut painful ho, milk express karke **saaf cup aur spoon** se baby ko diya ja sakta hai.

Sahi position aur latch se soreness aam taur par kuchh din mein behtar hoti hai. **Jaldi doctor/qualified health worker se milen** agar bukhar, breast mein laalpan/garmahat/soojan, peep, bahut tez dard, bleeding, ya 2–3 din mein sudhar na ho.",Q_0037,MIQ,['Medium Frequency'],['Medium Critical'],VeryConsistent,High,Clear,NoAssumption,KEEP,"Breastfeeding support, Nipple pain and cracked nipples, Breastfeeding latch and positioning","doodh pilana, nipple dard, chhilna, cracked nipples, sore nipples, deep latch, areola","Doodh pilate waqt nipple mein dard ho ya nipple chhil/crack ho jaaye, to latch aur feeding position kaise sahi karein aur kab doctor ko dikhana chahiye?","['sore nipples ka kya ilaj hai', 'cracked nipples ho gaye hai', 'breastfeeding me pain ho raha hai', 'nipple me dard kyu hota hai doodh pilate time']"
Main kaise pata karun ki mere bachche ka vajan aur lambai uski umar ke hisaab se theek hai ya nahi?,"Bachche ka vajan aur lambai/height **umar aur ladka/ladki hone ke hisaab se WHO growth chart** par compare karke dekha jata hai.

Sahi check ke liye yeh details chahiye:
- exact umar (months mein, khaaskar chhote bachchon ke liye)
- ladka ya ladki
- current weight (kg)
- length/height (cm)

Health worker/doctor chart par aam taur par yeh dekhta hai:
1. **Weight-for-age**
2. **Length/height-for-age**
3. **Weight-for-length/height**

**2 saal se chhote** bachche ki length litaakar maapi jati hai; **2 saal ya usse bade** bachche ki height khada karke maapi jati hai. Ek hi reading se final faisla nahi hota—pichhle measurements ke saath growth ka trend dekhna bhi zaroori hai.

Aap is format mein details de sakte hain: **“Mera bachcha 18 mahine ka ladka/ladki hai, weight 9 kg aur length/height 78 cm hai.”** Isse growth chart par behtar assessment ho sakta hai.

Agar bachcha bilkul weight nahi badha raha, weight kam ho raha hai, bahut kam kha/pee raha hai, baar-baar bimar ho raha hai, ya sust lag raha hai, to jaldi health worker ya doctor ko dikhayein.",Q_0038,MIQ,['Medium Frequency'],['High Critical'],VeryConsistent,High,Clear,ImplicitAssumption,KEEP,"Child growth monitoring, Child nutrition and malnutrition, WHO growth standards","bachche ka vajan, lambai/height, umar ke hisaab se, WHO growth chart, weight-for-age, growth monitoring, malnutrition",Main kaise check karun ki mere bachche ka vajan aur lambai/height uski exact umar aur ladka/ladki hone ke hisaab se theek hai? Growth chart ke liye kya details chahiye?,"['baby ka weight height chart', 'growth chart kaise samjhe', 'mera bacha dubla hai kya karu', 'child growth monitoring kyu zaruri hai']"
Pregnancy me pet ke keede maarne ki dawai (Albendazole) lena kyu zaroori hai?,"Albendazole pet ke keede (intestinal worms) ko treat karne ke liye di jati hai. Keede kabhi-kabhi **khoon ki kami (anemia)** aur nutrition ki kami ko badha sakte hain; isliye kuch antenatal-care programmes mein pregnancy ke dauran deworming shamil hoti hai.

Pregnancy mein Albendazole **khud se na lein**. Iska use, dose aur timing aapke pregnancy stage, local health programme aur doctor/ANM ki salah par depend karta hai. Aam taur par ise **pehle 3 mahine ke baad** consider kiya jata hai when advised by a clinician.

Agar doctor/ANM ne tablet di hai, unke bataye hue schedule ko follow karein. Agar tez pet dard, vomiting, bleeding, allergy, ya severe weakness ho, jaldi medical advice lein.",Q_0039,MIQ,['Low Frequency'],['High Critical'],VeryConsistent,Medium,Clear,ImplicitAssumption,RE_VET,"Pregnancy care, Deworming, Anemia prevention","pregnancy, garbhavastha, Albendazole, pet ke keede, deworming, anemia/khoon ki kami, antenatal care","Pregnancy mein Albendazole/pet ke keede ki dawai doctor ya ANM kyu dete hain, aur ise kab lena safe hota hai?","['deworming in pregnancy kyu karte hai', 'pet ke kide ki goli khana zaruri hai kya', 'albendazole tablet in pregnancy', 'kide ki dawa kab khani chahiye']"
Aspataal me delivery karana ghar par delivery se behtar aur surakshit kyu hai?,"### Aspataal mein delivery zyada surakshit kyon hoti hai?

Aspataal/health facility mein delivery isliye zyada surakshit hoti hai kyunki labour aur janm ke dauran maa ya baby ki problem kabhi bhi achanak shuru ho sakti hai. Wahan trained doctors, nurses aur zaroori equipment turant milte hain.

- **Emergency care jaldi milta hai:** Zyada bleeding, lamba ya ruk gaya labour, high BP/fits, baby ki heartbeat ki problem, ya breathing problem jaise complications ka turant ilaaj ho sakta hai.
- **Maa aur baby dono ki monitoring hoti hai:** Staff labour ke dauran maa ki condition aur baby ki heartbeat dekhte rehte hain.
- **Zarurat par operation ya referral:** Caesarean delivery, blood, medicines, newborn resuscitation, ya higher hospital referral ki zarurat ho to care mein deri kam hoti hai.
- **Janm ke turant baad newborn care:** Baby ko turant sukha kar garam rakhna, skin-to-skin care, pehle 1 ghante mein breastfeeding shuru karana, aur chhote/saans ya feeding problem wale baby ko special care mil sakti hai.
- **Teekakaran aur counselling:** BCG, OPV zero dose aur Hepatitis B jaise birth-dose vaccines, breastfeeding aur newborn-care guidance mil sakti hai.
- **Sarkari suvidhayein:** Sarkari health facilities mein JSSK ke tahat delivery, dawa, tests, stay, khana aur transport jaise muft benefits mil sakte hain. Apne area mein available services ki jankari ASHA/health worker se lein.

Delivery ki planning pregnancy ke dauran hi ASHA, ANM ya doctor ke saath karein, khas kar agar pehle C-section, high BP, diabetes, twins, bleeding, ya koi aur risk ho. Labour shuru ho, bleeding ho, paani jaldi nikal jaye, tez pet dard/fits aaye, ya baby ki movement kam lage to turant health facility se sampark karein. Sarkari ambulance ke liye kai jagah **102/108** par call kiya ja sakta hai.",Q_0040,MIQ,['Low Frequency'],['High Critical'],VeryConsistent,High,Clear,ImplicitAssumption,KEEP,"Maternal health, Labour and delivery, Newborn care","aspataal delivery, ghar par delivery, institutional delivery, labour emergency, maa aur baby safety, JSSK muft seva, 102/108 ambulance",Aspataal ya health centre mein delivery karana ghar par delivery ke mukable zyada surakshit kyon mana jata hai?,"['institutional delivery kyu zaruri hai', 'hospital me delivery ke fayde', 'ghar pe delivery safe hai kya', 'aspataal me hi delivery kyu karwaye']"
Pregnancy me safed paani (white discharge) aana normal hai ya chinta ki baat hai?,"Pregnancy me **halka safed ya milky discharge** aksar normal ho sakta hai, khaaskar agar woh **badbu ke bina ho aur khujli, jalan ya dard na ho**. Isse normal pregnancy discharge (leukorrhea) kaha jata hai.

Lekin doctor/maternity health centre se **jaldi baat karein** agar discharge:
- paani jaisa bahut zyada ho ya lagatar leak ho (waters leak hone ka doubt)
- badbudar ho, ya peela/green/grey rang ka ho
- khujli, jalan, soreness, ya urine karte waqt jalan ke saath ho
- khoon, pet/peeth ka dard, bukhar, contractions, ya tabiyat kharab hone ke saath ho.

Agar bleeding, tez pet dard, bukhar, ya baby ki movement kam lage, to **urgent medical care** lein. Douching/andar se wash ya bina doctor ki salah ke cream/medicine na use karein.",Q_0041,MIQ,['High Frequency'],['Medium Critical'],VeryConsistent,High,Clear,ImplicitAssumption,RE_VET,"Pregnancy care, Vaginal discharge in pregnancy, Pregnancy danger signs","pregnancy, safed paani, white discharge, leukorrhea, vaginal discharge, pregnancy danger signs, paani jaisa leakage","Pregnancy me safed discharge/paani aa raha hai—kya ye normal hai? Isme badbu, khujli, jalan, pet dard, blood ya paani jaisa lagatar leakage nahi hai/ hai.","['pregnancy me white discharge q aata hai', 'safed pani aana normal hai kya', 'white discharge in pregnancy', 'leukorrhea in pregnancy']"
Main kaise samjhun ki mere bachche ko bhookh lagi hai aur uska pet bhar gaya hai?,"## Bhookh ke signs
Agar aapka baby doodh peeta hai, to bhookh ke early signs dekhein:
- haath ya mutthi munh mein lana
- lips lick karna, sucking movements karna, ya munh kholna
- godi mein lene par breast/bottle ki taraf head turn karna (rooting)
- fussiness ya bechaini

**Rona bhookh ka late sign hai**, isliye possible ho to rone se pehle feed offer karein.

## Pet bharne ke signs
Baby aam taur par pet bharne par:
- breast/bottle se khud hat jata hai ya sucking slow/stop kar deta hai
- relaxed, calm aur content dikhta hai
- feed ke baad neend mein chala sakta hai

Baby ko force-feed na karein. Agar woh ek breast ke baad bhi hunger cues dikhaye, to doosra breast offer kar sakte hain.

## Agar baby 6 mahine ya usse bada hai aur solids leta hai
Dheere aur patiently khilayein. Bhookh par munh kholna, food ki taraf lean karna ya haath badhana ho sakta hai; pet bharne par munh band karna, head turn karna, food push away karna ya interest khona ho sakta hai. Zabardasti na khilayein.

## Kab advice leni chahiye
Agar baby bahut kam feed kar raha ho, unusual sleepy/weak ho, wet diapers noticeably kam ho rahe hon, ya weight gain theek na ho, to pediatrician/health worker se baat karein. Baby ki age aur breastfeed, formula, ya solids—ye details dene se guidance aur exact ho sakti hai.",Q_0042,MIQ,['High Frequency'],['Medium Critical'],VeryConsistent,High,Ambiguous,ImplicitAssumption,KEEP,"Infant and young child feeding, Breastfeeding, Responsive feeding","bhookh ke signs, pet bhar gaya, feeding cues, breastfeeding, responsive feeding, baby hunger cues, solids khilana",Mera bachcha [umar] ka hai aur breastfeed/formula/solids leta hai. Main kaise pehchaanun ki use bhookh lagi hai aur uska pet bhar gaya hai?,"['baby ke bhookh lagne ke signs', 'kaise pata kare baby ka pet bhar gaya', 'feeding cues kya hote hai', 'mera baby kyu ro raha hai bhookha hai kya']"
6 se 12 mahine ke bachche ko din me kitni baar aur kitna khilana chahiye?,"### 6–12 mahine ke bachche ko complementary food kitna aur kitni baar dein?

Agar bachcha healthy hai aur 6 mahine ke baad solids/complementary food shuru kar raha hai:

- **6–8 mahine:** din mein **2–3 baar** thick mashed/pureed ya semi-solid khana dein. Shuru mein **2–3 tablespoons** se start karein aur bachche ki bhookh ke hisaab se dheere-dheere badhayein.
- **9–11 mahine:** din mein **3 meals + 1–2 healthy snacks** dein. Har meal lagbhag **½ katori/cup (125 mL)** ho sakta hai. Khana mashed, finely chopped, ya soft finger foods ho sakta hai.
- **12 mahine ke aas-paas:** **3–4 meals + 1–2 snacks** dein. Portion bachche ki bhookh aur growth ke hisaab se badhayein; aam taur par **¾–1 katori/cup tak** ho sakta hai.

**Breastfeeding** (ya doctor-advised milk feeds) jaari rakhein; breastfeeding bachche ki demand par 2 saal ya usse zyada tak chal sakti hai. Bachche ko aaram se, patiently khilayein—force-feed na karein. Agar bachcha khana bilkul na kha raha ho, baar-baar ulti ho, weight na badh raha ho, ya feeding mein dikkat ho, to pediatrician se baat karein.",Q_0043,MIQ,['High Frequency'],['Medium Critical'],VeryConsistent,Medium,Clear,ImplicitAssumption,KEEP,"Infant and young child feeding, Complementary feeding, Breastfeeding","6–12 mahine, baby feeding, complementary feeding, kitni baar khilana, kitna khilana, semi-solid food, breastfeeding",6 se 12 mahine ke healthy bachche ko breastmilk/milk ke saath din mein kitni baar complementary food dena chahiye aur har baar kitna dena chahiye?,"['6 mahine ke baby ko kitni baar khilaye', 'food quantity for 8 month baby', '1 saal ke bache ki diet', 'khana kitni baar dena hai']"
