booklet_id,booklet_type,textbook_chapter_reference,printed_booklet_question,lookup_variants,frequencelevel,criticalitylevel
Q_0097,FAQ,breastfeeding_special_conditions.md,Stan (breast) mein doodh bhar jaane se gaanth ya dard ho to kya karein?,"['breast engorgement ka ilaj', 'doodh bhar gaya hai, dard ho raha hai', 'breast me gaanth ban gayi hai', 'breast full and hard']",['Medium Frequency'],['Medium Critical']
Q_0098,FAQ,general_child_care_and_development.md,Bacche ke pet mein gas banne par kya gharelu upchar kar sakte hain?,"['baby ko gas ho to kya kare', 'gas problem in infants home remedies', 'bacche ke pet me marod', 'gas ke liye kya kare']",['High Frequency'],['Low Critical']
Q_0099,FAQ,pregnancy_care_and_checkups.md,Pregnancy mein ulti ya jee machlane (morning sickness) par kya karein?,"['morning sickness ka upay', 'ulti ho rahi hai pregnancy me', 'jee machla raha hai kya karu', 'vomiting in pregnancy solution']",['High Frequency'],['Low Critical']
Q_0100,FAQ,child_growth_and_malnutrition.md,Janm ke samay bacche ka normal vajan kitna hona chahiye?,"['normal birth weight of baby', 'janm ke waqt baby ka weight kitna hona chahiye', 'healthy baby weight at birth', 'newborn ka vajan kitna ho']",['High Frequency'],['Medium Critical']
Q_0101,FAQ,anemia_during_pregnancy.md,Kya iron ki goli se potty ka rang kaala ho sakta hai?,"['iron tablet se black potty hoti hai kya', 'stool ka color change after iron pills', 'kali potty aa rahi hai', 'is black stool normal with iron supplements']",['Medium Frequency'],['Low Critical']
Q_0102,FAQ,pregnancy_nutrition_and_diet.md,Pregnancy mein iodine-yukt namak khana kyun zaroori hai?,"['iodine kyu jaruri hai pregnancy me', 'iodized salt benefits in pregnancy', 'iodine ki kami se kya hota hai', 'konsa namak khana chahiye']",['Low Frequency'],['Medium Critical']
Q_0103,FAQ,childbirth_and_newborn_care.md,Delivery ke baad depression ya udaasi mehsoos ho to kya karein?,"['postpartum depression symptoms', 'delivery ke baad rona aata hai', 'udaas rehti hu delivery ke baad', 'baby blues kya hota hai']",['Low Frequency'],['Medium Critical']
Q_0104,FAQ,complementary_feeding_6_to_24_months.md,Baccha khana nahi khata ya khane mein nakre karta hai to kya karein?,"['my baby is a picky eater', 'baccha khana nahi khata', 'fussy eater baby solution', 'khana khilane me pareshan karta hai']",['High Frequency'],['Medium Critical']
Q_0105,FAQ,general_child_care_and_development.md,Bacche ko sardi-jukham ho jaye to kya gharelu upchar hain?,"['baby ko sardi ho gayi hai', 'cold and cough home remedies for infants', 'jukham ka ilaj chote bacche ke liye', 'sardi me kya kare']",['High Frequency'],['Low Critical']
Q_0106,FAQ,immunization_schedule_and_basics.md,Private aur sarkari hospital ke teekon mein kya koi fark hota hai?,"['private vs government vaccines', 'sarkari teeka theek hai ya private', 'kya private vaccine lagwana jaruri hai', 'vaccine me kya difference hai']",['Low Frequency'],['Low Critical']
Q_0107,FAQ,pregnancy_care_and_checkups.md,Pregnancy mein blood pressure (BP) kitna hona chahiye?,"['normal bp range in pregnancy', 'pregnancy me bp kitna hona chahiye', 'blood pressure kitna normal hai', 'high bp kab mana jayega']",['Medium Frequency'],['High Critical']
Q_0108,FAQ,childbirth_and_newborn_care.md,Delivery ke baad pehli baar nahana (bath) kab chahiye?,"['when to take bath after delivery', 'delivery ke baad kab nahana chahiye', 'c-section ke baad kab naha sakte hai', 'nahane ke niyam after delivery']",['Medium Frequency'],['Low Critical']
Q_0109,FAQ,breastfeeding_guidance.md,Kaamkaaji mahilayein (working women) bacche ko stanpan kaise jaari rakh sakti hain?,"['how to continue breastfeeding after joining work', 'working women ke liye breastfeeding tips', 'doodh express karke kaise store kare', 'job ke sath doodh kaise pilaye']",['Low Frequency'],['Medium Critical']
Q_0110,FAQ,general_child_care_and_development.md,Bacche ke sir ka aakar gol kaise rakhein?,"[""how to shape baby's head"", 'bacche ka sir pichak gaya hai', 'sir gol karne ke liye kya kare', 'rai ka takiya use kare ya nahi']",['Medium Frequency'],['Low Critical']
Q_0111,FAQ,pregnancy_care_and_checkups.md,Kya pregnancy mein exercise ya vyayam karna chahiye?,"['exercise during pregnancy', 'pregnancy me konsi exercise kare', 'vyayam karna safe hai ya nahi', 'walking kar sakti hu kya']",['Medium Frequency'],['Low Critical']
Q_0112,FAQ,childbirth_and_newborn_care.md,Premature (samay se pehle) delivery ke kya kaaran ho sakte hain?,"['causes of premature delivery', 'samay se pehle delivery kyu hoti hai', 'preterm labor ke karan', 'jaldi delivery hone ka reason']",['Low Frequency'],['High Critical']
Q_0113,FAQ,complementary_feeding_6_to_24_months.md,Bacche ko naye khadya padarth (new foods) se allergy ho to kaise pehchanein?,"['food allergy symptoms in babies', 'allergy kaise pehchane', 'naye food se reaction ho to kya kare', 'signs of allergy in baby']",['Low Frequency'],['Medium Critical']
Q_0114,FAQ,general_child_care_and_development.md,Bacche ko kitne ghante sona chahiye?,"['how much should baby sleep', 'baby kitne ghante sota hai', 'neend ka schedule kya hona chahiye', 'mera baccha bahut sota hai']",['Medium Frequency'],['Low Critical']
Q_0115,FAQ,pregnancy_care_and_checkups.md,Pregnancy mein bleeding ya spotting hona khatarnak hai kya?,"['bleeding during pregnancy', 'spotting ho rahi hai kya karu', 'pregnancy me blood aana', 'is spotting normal']",['Medium Frequency'],['High Critical']
Q_0116,FAQ,anemia_during_pregnancy.md,"Khoon badhane ke liye anar, chukandar aur gajar ke alawa aur kya khayein?","['iron rich food other than anar', 'khoon badhane ke liye aur kya khana chahiye', 'best food for hemoglobin increase', 'palak khane se khoon badhta hai?']",['High Frequency'],['Medium Critical']
Q_0117,FAQ,pregnancy_nutrition_and_diet.md,Pregnancy mein kitna paani peena chahiye?,"['how much water to drink in pregnancy', 'din me kitna pani piye', 'pani peene ke fayde', 'kya jyada pani peena chahiye']",['Medium Frequency'],['Low Critical']
Q_0118,FAQ,childbirth_and_newborn_care.md,C-section ke kitne din baad sambandh (sex) bana sakte hain?,"['sex after c-section', 'c section ke baad sex kab kare', 'sambandh kab bana sakte hai', 'physical relation after delivery']",['Low Frequency'],['Low Critical']
Q_0119,FAQ,breastfeeding_special_conditions.md,Agar nipple andar ki taraf dhansi (inverted) ho to kaise doodh pilayein?,"['inverted nipples breastfeeding', 'nipple bahar nahi hai kaise pilau', 'flat nipple problem', 'doodh pilane me problem ho rahi hai']",['Low Frequency'],['Medium Critical']
Q_0120,FAQ,complementary_feeding_6_to_24_months.md,Bacche ko finger foods kab se dena shuru kar sakte hain?,"['when to start finger foods', 'finger foods for babies', 'baccha khud se kab khana shuru karta hai', 'konsa finger food de']",['Low Frequency'],['Low Critical']
Q_0121,FAQ,general_child_care_and_development.md,Bacche ke liye maalish (massage) karna kyun zaroori hai aur kaun sa tel istemal karein?,"['baby massage ke fayde', 'konsa tel accha hai malish ke liye', 'maalish kab aur kaise kare', 'benefits of baby massage']",['High Frequency'],['Low Critical']
Q_0122,FAQ,immunization_schedule_and_basics.md,Teekakaran ka card (immunization card) sambhal kar rakhna kyun zaroori hai?,"['immunization card kyu important hai', 'teeke ka card kho gaya to kya kare', 'vaccination card importance', 'card kyu sambhalna chahiye']",['Low Frequency'],['Medium Critical']
Q_0123,FAQ,pregnancy_care_and_checkups.md,Judwa bacche (twins) hone par pregnancy mein kya khaas dhyan rakhna chahiye?,"['twin pregnancy care', 'judwa bacche hai to kya dhyan rakhe', 'care for twins in womb', 'twin pregnancy me kya alag hota hai']",['Low Frequency'],['High Critical']
Q_0124,FAQ,childbirth_and_newborn_care.md,Labor pain (prasav peeda) ke kya lakshan hain?,"['signs of labor', 'delivery ka dard kaisa hota hai', 'kaise pata chalega ki labor pain shuru ho gaya', 'prasav ke lakshan']",['High Frequency'],['High Critical']
Q_0125,FAQ,breastfeeding_guidance.md,Bacche ko har baar kitni der tak doodh pilana chahiye?,"['how long to breastfeed on each side', 'kitni der tak doodh pilaye', 'feeding ka duration kitna hona chahiye', 'ek taraf se kitni der pilana hai']",['Medium Frequency'],['Medium Critical']
Q_0126,FAQ,general_child_care_and_development.md,Bacche ko pet ke bal litana (tummy time) kab shuru karein aur iske kya fayde hain?,"['when to start tummy time for baby', 'tummy time ke fayde', 'pet ke bal kab litaye', 'tummy time kyu jaruri hai']",['Low Frequency'],['Low Critical']
Q_0127,FAQ,pregnancy_nutrition_and_diet.md,Kya pregnancy mein bahar ka khana (junk food) kha sakte hain?,"['can i eat junk food during pregnancy', 'bahar ka khana khana safe hai kya', 'pizza burger kha sakti hu', 'junk food avoid kyu kare']",['Medium Frequency'],['Low Critical']
Q_0128,FAQ,childbirth_and_newborn_care.md,Naye janme bacche ke khatre ke lakshan (danger signs) kya hain?,"['newborn danger signs', 'bacche me khatre ke lakshan', 'kab doctor ko dikhana chahiye newborn ko', 'warning signs in newborn baby']",['Medium Frequency'],['High Critical']
Q_0129,FAQ,complementary_feeding_6_to_24_months.md,Bacche ko kabj (constipation) ho to khane mein kya dein?,"['constipation remedies for babies', 'bacche ko kabj hai kya khilaye', 'potty nahi kar raha baby', 'food for constipation in babies']",['Medium Frequency'],['Medium Critical']
Q_0130,FAQ,general_child_care_and_development.md,Bacche ke kapde dhone ke liye kaun sa sabun (detergent) istemal karein?,"['which detergent to use for baby clothes', 'bacche ke kapde kaise dhoye', 'baby clothes washing tips', 'konsa sabun use kare']",['Low Frequency'],['Low Critical']
Q_0131,FAQ,pregnancy_care_and_checkups.md,Delivery ki date (EDD) kaise calculate ki jaati hai?,"['how to calculate due date', 'delivery date kaise nikalte hai', 'mera edd kya hai', 'Mera 15 January ko date aaya tha uske bad se kitne mahine hue hain']",['Medium Frequency'],['Low Critical']
Q_0132,FAQ,anemia_during_pregnancy.md,Kya pregnancy mein thakaan aur kamzori khoon ki kami ka sanket hai?,"['feeling tired and weak in pregnancy', 'bahut thakan lagti hai', 'kamzori mehsoos ho rahi hai', 'thakawat kyu hoti hai']",['High Frequency'],['Medium Critical']
Q_0133,FAQ,pregnancy_nutrition_and_diet.md,Calcium ki goli khana kyun zaroori hai pregnancy mein?,"['calcium kyu jaruri hai', 'importance of calcium in pregnancy', 'calcium tablet ke fayde', 'agar calcium na khaye to kya hoga']",['High Frequency'],['Medium Critical']
Q_0134,FAQ,childbirth_and_newborn_care.md,C-section ke baad pet par belt (abdominal binder) lagana chahiye ya nahi?,"['should i use abdominal belt after c-section', 'pet par belt kab lagaye', 'c section ke baad belt lagane ke fayde', 'pet ki belt']",['Medium Frequency'],['Low Critical']
Q_0135,FAQ,breastfeeding_guidance.md,Kya doodh pilane se maa ka vajan kam hota hai?,"['does breastfeeding help lose weight', 'doodh pilane se weight loss hota hai kya', 'vajan kam karne ke liye breastfeeding', 'weight loss after delivery']",['Low Frequency'],['Low Critical']
Q_0136,FAQ,complementary_feeding_6_to_24_months.md,Bacche ko juice dena chahiye ya fal?,"['juice or fruit which is better for baby', 'bacche ko juice de sakte hai kya', 'fal khilaye ya juice pilaye', 'fruit juice for babies']",['Low Frequency'],['Low Critical']
Q_0137,FAQ,general_child_care_and_development.md,Bacche ke liye kaun se khilone (toys) surakshit hain?,"['safe toys for babies', 'bacche ke liye khilone', 'konsa toy lena chahiye', 'toy safety tips']",['Low Frequency'],['Low Critical']
Q_0138,FAQ,immunization_schedule_and_basics.md,Ek hi samay par ek se zyada teeke lagwana surakshit hai?,"['is it safe to give multiple vaccines at once', 'ek sath do teeke lagwa sakte hai', 'multiple injections for baby', 'do vaccine ek sath']",['Low Frequency'],['Medium Critical']
Q_0139,FAQ,pregnancy_care_and_checkups.md,Pregnancy mein mood swings (bhaavnaon mein utaar-chadhav) kyun hote hain?,"['mood swings during pregnancy', 'chidhchidhapan kyu hota hai', 'kabhi rona aata hai kabhi gussa', 'emotional changes in pregnancy']",['Medium Frequency'],['Low Critical']
Q_0140,FAQ,childbirth_and_newborn_care.md,Kya normal delivery ke baad taanke aate hain?,"['stitches in normal delivery', 'normal delivery me taanke aate hai kya', 'episiotomy kya hota hai', 'taanke kab lagte hai']",['Medium Frequency'],['Low Critical']
Q_0141,FAQ,breastfeeding_special_conditions.md,C-section ke baad doodh pilane mein koi pareshani hoti hai kya?,"['breastfeeding after c-section', 'c section ke baad doodh pilane me problem', 'operation ke baad doodh kab aata hai', 'how to feed after c-section']",['Medium Frequency'],['Medium Critical']
Q_0142,FAQ,general_child_care_and_development.md,Bacche ke naak band ho to kya karein?,"['baby ki naak band hai', 'nasal congestion in infants', 'naak saaf kaise kare', 'stuffy nose remedy for baby']",['High Frequency'],['Low Critical']
Q_0143,FAQ,pregnancy_nutrition_and_diet.md,Folic acid ki goli pregnancy mein kyun zaroori hai?,"['importance of folic acid in pregnancy', 'folic acid kab tak khana chahiye', 'folic acid kyu jaruri hai', 'folic acid ke fayde']",['High Frequency'],['High Critical']
Q_0144,FAQ,child_growth_and_malnutrition.md,Bacche ki lambai (height) aur vajan (weight) kaise naapein?,"['how to measure baby height and weight', 'bacche ka vajan kaise le', 'lambai kaise nape', 'growth monitoring kaise kare']",['Low Frequency'],['Medium Critical']
Q_0145,FAQ,vaccine_side_effects_and_reactions.md,"Teeka lagne ke baad baccha bahut ro raha hai, kya yeh normal hai?","['baby crying a lot after vaccine', 'injection ke baad baccha chup nahi ho raha', 'bahut ro raha hai teeke ke baad', 'is it normal for baby to be fussy after shots']",['High Frequency'],['Low Critical']
Q_0146,FAQ,pregnancy_care_and_checkups.md,Kya pregnancy mein pet ke bal sona chahiye?,"['sleeping on stomach during pregnancy', 'pet ke bal so sakte hai kya', 'sone ki sahi position kya hai', 'kaise sona chahiye pregnancy me']",['Medium Frequency'],['Low Critical']
Q_0147,FAQ,childbirth_and_newborn_care.md,Paani ki thaili fatne (water breaking) ka kya matlab hota hai?,"['what is water breaking', 'pani ki thaili fat jaye to kya kare', 'water break ke kitni der me delivery hoti hai', 'pani jaisa discharge ho raha hai']",['Medium Frequency'],['High Critical']
Q_0148,FAQ,breastfeeding_guidance.md,Bacche ko dakaar (burp) dilana kyun zaroori hai?,"['how to burp a baby', 'dakar dilana kyu jaruri hai', 'burp kaise karaye', 'agar baby dakar na le to']",['High Frequency'],['Low Critical']
Q_0149,FAQ,general_child_care_and_development.md,Bacche ko diaper rash ho jaye to kya karein?,"['diaper rash home remedies', 'diaper se lal chakatte ho gaye hai', 'rash ka ilaj', 'how to treat diaper rash']",['High Frequency'],['Low Critical']
Q_0150,FAQ,government_cash_benefit_schemes.md,Janani Suraksha Yojana (JSY) ka laabh kaise milta hai?,"['jsy scheme details', 'janani suraksha yojana ke paise kaise milte hai', 'jsy ka labh kaise le', 'sarkari hospital me delivery ke fayde']",['Low Frequency'],['Low Critical']
Q_0151,FAQ,pregnancy_care_and_checkups.md,Pregnancy mein stretch marks se kaise bachein?,"['how to avoid stretch marks during pregnancy', 'stretch marks ke liye kya lagaye', 'pet par nishan na pade iske liye kya kare', 'stretch marks cream']",['Medium Frequency'],['Low Critical']
Q_0152,FAQ,childbirth_and_newborn_care.md,Delivery ke baad pehla doctor check-up kab karana chahiye?,"['postnatal checkup kab hota hai', 'delivery ke baad doctor ko kab dikhaye', 'first checkup after delivery', 'postpartum doctor visit']",['Medium Frequency'],['Medium Critical']
